nome;contato;responsavel;valor;data_inicio;rede_social;origem;indicado_por;setor_indicado;plano;pipeline;observacoes;source_file;source_sheet;source_group;source_row
Disel - Distribuidora;64996038300;LEIDIMAR;;2024-09-14;SUDOEXPO;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Não demonstra interesse | Apresentamos o Plano para senhor Divino, proprietário da empresa, ele demonstrou interesse ficamos de marcar para próxima semana, porém não está atendendo e nem respondendo as mensagens.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;13
Segmenta Agro;64996430466;LEIDIMAR;;2024-09-11;SUDOEXPO;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Não está mais respondendo as mensagens | Apresentamos o Plano para senhora Vera, proprietária da empresa, ele demonstrou interesse ficamos de marcar reunião, porém não está atendendo e nem respondendo as mensagens.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;14
MAFER MÓVEIS PARA ESCRITÓRIO;64993303003;LEIDIMAR;;2024-09-14;SUDOEXPO;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Aguardando retorno dele. | Apresentamos o Plano para o Fernando, proprietário da empresa, ele demonstrou interesse ficamos de marcar reunião para apresentar para os colaboradores.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;15
CONQUISTA SUPERMERCADO;64992814097;LEIDIMAR;;2024-09-13;SUDOEXPO;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Aguardando retorno dela. | Apresentamos o Plano para Janaine, Analista de RH, ela demonstrou interesse ficamos de marcar reunião para apresentar para os colaboradores.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;16
Comstrumel;6436024301;LEIDIMAR;;2024-09-18;Field Sales;Evento Externo;;;Plano Empresarial;Não tem interesse;Não tem interesse | Enviamos mensagem para tentar apresentar o plano e não teve interesse.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;17
Village Calçados;64984422107;LEIDIMAR;;2024-09-10;Field Sales;Evento Externo;;;Plano Empresarial;Não tem interesse;Não tem interesse | Enviamos mensagem para tentar apresentar o plano e não teve interesse.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;18
Eletro Cabral;64999875491;LEIDIMAR;;2024-09-11;SUDOEXPO;Evento Externo;;;Plano Empresarial;Não tem interesse;Não tem interesse | Apresentamos o Plano para o Srº Aildo, proprietário da empresa, ele demonstrou interesse ficamos de marcar reunião para apresentar para os colaboradores. Porém não atende e nem responde mensagem.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;19
IPGSE;64999785809;LEIDIMAR;;2024-09-12;SUDOEXPO;Evento Externo;;;Plano Empresarial;Não responde;Não demonstra interesse | Apresentamos o Plano para o Srº Romero, Diretor da empresa, ele demonstrou interesse ficamos de marcar reunião para apresentar para os colaboradores. Porém não atende e nem responde mensagem.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;20
Casa Lumi Lorena;6421411726;LEIDIMAR;;2024-09-16;Field Sales;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Não demonstra interesse | Enviamos mensagem para tentar apresentar o plano e não teve interesse.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;21
ControlTech Automação Industrial;64992438898;LEIDIMAR;;2024-09-10;Field Sales;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Aguardando resposta dela | Enviamos mensagem para tentar apresentar o plano, ficou de apresentar para Direção da Empresa.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;22
SOAGRO;6421014009;LEIDIMAR;;2024-09-13;SUDOEXPO;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Aguardando resposta dela | Apresentamos o Plano para Elmara, responsável pelo RH da empresa, ele demonstrou interesse ficamos de marcar reunião para apresentar para os colaboradores.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;23
Meta Materiais Eletricos;6436236147;LEIDIMAR;;2024-09-10;Field Sales;Evento Externo;;;Plano Empresarial;Não tem interesse;Não demonstra interesse | Enviamos mensagem para tentar apresentar o plano, responderam que nesse momento não tem interesse.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;24
Real Ar-Condicionado automotivo;64993240419;LEIDIMAR;;2024-09-10;Field Sales;Evento Externo;;;Plano Empresarial;Não tem interesse;Não demonstra interesse | Enviamos mensagem para tentar apresentar o plano, responderam que nesse momento não tem interesse.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;25
RIVERLATAS;64999884176;LEIDIMAR;;2024-09-10;Field Sales;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Não demonstra interesse | Enviado proposta para o GIVAGO, apresentado o plano, porém demonstrou pouco interesse no plano.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;26
Helen Joias e SemiJoias;6421422290;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Follow-Up;Vai falar com a proprietária;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;27
Ciclone Produtos De Limpeza;6436132148;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Marcamos com a cliente para quando chegar de viagem, apresentar o plano para ela, tem 7 colaboradores;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;28
Multilimp;6430504699;LEIDIMAR;;2024-08-06;;Organico;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;29
AUTORIO VEICULOS;6421015100;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviar e-mail dia 10/08/2024 | Falamos com a Vera, Coordenadora de RH, pediu para enviar e-mail para marcar um bate papo sobre o plano.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;30
KABEDAL CALCADOS E ESPORTIVA;6436210305;LEIDIMAR;;2024-08-08;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Falamos com a Patricia, ela passou o contato do Lazaro Gerente, vamos ligar na segunda feira;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;31
VILLAGE;6436213560;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Falamos com a Poliana, ela passou o contato do Ronimar Supervisor Administrativo, enviamos mensagem aguardando resposta.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;32
RODO JUNIOR;6492244352;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Não responde;Realizado novo contato, com a responsável pelo administrativo Karina, ainda não respondeu sobre o agendamento da apresentação.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;33
SEMENTES SÃO FRANCISCO;6421012942;LEIDIMAR;;2024-08-07;Field Sales;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Em contato com o responsável pelo RH, estamos conversando para marcar com eles, para apresentar nosso plano empresarial.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;34
NASA CAMINHÕES;6436116000;LEIDIMAR;;2024-08-06;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado e-mail no dia 31.07 | Falado com Geovana RH local, solicitou que material explicativo, para compartilhar com a central em Goiânia.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;35
Pede Açaí;6492200954;LEIDIMAR;;2024-08-06;Mensagem;Organico;;;Plano Empresarial;Não responde;Não respondeu se tem interesse;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;36
IMOBILIARIA LION;6430553934;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Ligar na semana que vem 12.08.2024 | Falamos com o Jeferson - Ligar segunda para ver se a Daniele já chegou de Goiânia;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;37
SICOOB UNISAUDE GOIAS;6436235259;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Não responde;Tentar falar com algum colaborador | Não conseguimos contato via fone, não atende.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;38
PREMIUM NEGOCIOS IMOBILIARIOS;6436239991;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Não responde;Não conseguimos contato via fone, não atende.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;39
BOMBAS & CIA MANUTENCOES HIDRAULICAS;6436221466;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Ligar na segunda feira 12.08.2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;41
CONTE AERO;6436232094;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Não responde;Não conseguimos contato via fone, não atende.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;42
N TENDAS;6436126666;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Apresentação/Negociação;Falamos com o Carlos Henrique, disse não ter interesse;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;43
MEL E LIMAO;6436212195;LEIDIMAR;;2024-08-07;CDL;Evento Externo;;;Plano Empresarial;Não responde;Fazer visita no bairro Popular | Não conseguimos contato via fone, não atende.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;44
Farmácia Artesanal;64999372244;LEIDIMAR;;2024-08-06;Ligação/Mensagem;Organico;;;Plano Empresarial;Follow-Up;Ligamos e falamos com a Vânia, ela passou o contato do Proprietário Marcelo.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;45
Online Truck Center;6492513627;LEIDIMAR;;2024-08-06;Ligação / Mensagem;Organico;;;Plano Empresarial;Follow-Up;Ligamos e falamos com a Secretária, ela passou o telefone da Jaqueline, proprietária.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;46
Rosa (Supermercado);6430501337;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;47
Real (Supermercado);6436216917;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;48
Julião (Supermercado);6436132248;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;49
Super Max (Supermercado);6436235958;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;50
Mega (Supermercado);6436123270;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;51
Sierra Frios e Embalagens;6436131224;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;52
União (Supermercado);6436123051;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;53
Comercial Costa;6436239393;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;54
Nobre (Supermercado);6499026998;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;55
Prime (Supermercado);6493002483;LEIDIMAR;;2024-08-06;ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;56
Dinamite (Supermercado) Marcel;64999870221;LEIDIMAR;;2024-08-06;Telef/Mensagem;Organico;;;Plano Empresarial;Não responde;Ligamos não atendeu, enviamos mensagem falando sobre a campanha que estamos fazendo;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;57
Empório MM;64999788893;LEIDIMAR;;2024-08-07;Ligação / Mensagem;Organico;;;Plano Empresarial;Não responde;Ligamos para falar sobre a campanha e o mesmo não atendeu, enviei mensagem estamos aguardando retorno,;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;58
Rio Tropical Transportes;6436210512;LEIDIMAR;;2024-08-06;Mensagem;Organico;;;Plano Empresarial;Follow-Up;Ligamos e o responsavel não estava, enviamos mensagens para ele falando da campanha.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;59
Ponto Net;64984132020;LEIDIMAR;;2024-08-06;Ligação;Organico;;;Plano Empresarial;Apresentação/Negociação;Ligamos e falamos com o Proprietário, que não teve interesse neste momento.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;60
Criatec;6436221571;LEIDIMAR;;2024-01-01;;Organico;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;61
Farmácia do Povo;6436238118;LEIDIMAR;;2024-08-06;Mensagem;Organico;;;Plano Empresarial;Follow-Up;Enviamos mensagem solicitando o contato do RH, aguardando retorno.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;62
Dfibra;6436134752;LEIDIMAR;;2024-08-01;;Organico;;;Plano Empresarial;Follow-Up;Ligamos e falamos com a Lara, ela passou o contato do proprietário, vamos entrar em contato e tentar marcar com ele.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;63
Jeomaq Fabricação De Telas;64992637170;LEIDIMAR;;2024-08-01;;Organico;;;Plano Empresarial;Não tem interesse;Não tem interesse | Ligamos e falamos com a Ana proprietária, para marcar um horário para apresentar, porém nesse momento eles não tem interesse.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;64
Casa Da Limpeza;6436215069;LEIDIMAR;;2024-08-01;;Organico;;;Plano Empresarial;Não tem interesse;Não tem interesse | Ligamos e falamos com o Leonardo proprietário, para marcar um horário, porém não tem interesse.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;65
Torneadora Brasil;64993275244;LEIDIMAR;;2024-08-01;;Organico;;;Plano Empresarial;Não responde;Aguardando resposta | Não atendeu o telefone, enviamos mensagem;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;66
Agrideia Mec De Precisão;6436120699;LEIDIMAR;;2024-08-01;;Organico;;;Plano Empresarial;Follow-Up;Ligar mais tarde | Falamos com e Jessica atendente, os proprietários não estavam.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;67
Biscoito Jesus E Bom;64984449424;LEIDIMAR;;2024-08-01;;Organico;;;Plano Empresarial;Follow-Up;Aguardando retorno do Everaldo | Falei com o Everaldo para nós apoiar com o pessoal da empresa, visto que eles tem contato a bastante tempo.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;68
Instituto Visão;64996080188;LEIDIMAR;;2024-07-26;;Organico;;;Plano Empresarial;Apresentação/Negociação;Entramos em contato e foi marcado para apresentar o plano dia 01.08.2024.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;69
Rio Verde Madeiras;64992028185;LEIDIMAR;;2024-07-31;;Organico;;;Plano Empresarial;Apresentação/Negociação;Esta avaliando a possibilidade de marcarmos reunião com eles.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;71
Pressão Turbos;64992757942;LEIDIMAR;;2024-07-31;;Organico;;;Plano Empresarial;Não responde;Não respondeu até hoje | Ligamos e não atendeu, enviamos mensagem via WhatsApp;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;72
WF Torno;64984321620;LEIDIMAR;;2024-07-31;;Organico;;;Plano Empresarial;Não responde;Não respondeu até hoje | Ligamos e não atendeu, enviamos mensagem via WhatsApp;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;73
Gna Transportes;64981117395;LEIDIMAR;;2024-07-31;;Organico;;;Plano Empresarial;Não responde;Não respondeu até hoje | Ligamos e não atendeu, enviamos mensagem via WhatsApp;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;74
Xerox Avenida;64992300650;LEIDIMAR;;2024-07-31;;Organico;;;Plano Empresarial;Não responde;Não atendeu e enviamos mensagem, esperando resposta.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;75
Mastercraft;6436022723;LEIDIMAR;;2024-07-31;;Organico;;;Plano Empresarial;Follow-Up;Estamos em contato, retornar a partir das 13:30h;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;76
D&F Papelaria;64992169965;LEIDIMAR;;2024-07-31;;Organico;;;Plano Empresarial;Não responde;Não atendeu e enviamos mensagem, esperando resposta.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;77
RK Ar Condicionado;64992275886;LEIDIMAR;;2024-07-31;;Organico;;;Plano Empresarial;Não responde;Não atendeu e enviamos mensagem, esperando resposta.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;78
Múltipla Escolha Marmoraria;6436212018;LEIDIMAR;;2024-07-27;;Organico;;;Plano Empresarial;Não tem interesse;No momento eles não tem interesse em fazer o plano, deixou aberto para futuros contatos.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;79
Desentupidora RV;64981432901;LEIDIMAR;;2024-07-27;;Organico;;;Plano Empresarial;Não tem interesse;Empresa com apenas um colaborador, não sendo possível fazer o plano empresarial.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;80
FORMATO COMUNICACAO VISUAL;6436127777;LEIDIMAR;;2024-08-09;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Ligar na semana que vem 15.08.2024 | Ligamos e falamos com o Flávio, pediu para ligar no dia 15.08.2024 para falar com o proprietário.;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;81
Tucano Mudanças;64999582494;LEIDIMAR;;2024-08-08;Field Sales;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado Mensagem 14/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;82
Tecprint;64981187215;LEIDIMAR;;2024-10-14;;Organico;;;Plano Empresarial;Follow-Up;Enviado Mensagem 14/10/2024;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;83
Furacão;6436132273;LEIDIMAR;;2024-08-06;;Organico;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;84
CSJ - Fabricas de Rações;64992425610;LEIDIMAR;;2024-08-14;Field Sales;Evento Externo;;;Plano Empresarial;Follow-Up;Enviamos mensagem para o RH;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;85
DISTRIBUIDORA SUDOESTE;6421018000;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;86
TERRIL TRANSPORTES;6436223030;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;87
PRO-REMEDIOS DISTRIBUIDORA.;6430160017;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;88
CATEC;6436212525;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;89
LOJAS MARINA;6436120434;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;90
BABYLANDIA;6436232776;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;91
SONHO MEU;6436121958;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;92
OTICAS DINIZ;6436133200;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;93
VILLAGE CALCADOS - POPULAR;6436021420;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;94
KALANGO TANGO;6436021734;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;95
RIO VERDE FERRAMENTAS E ACESSORIOS;6436231047;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;96
D'CASA DISTRIBUIDORA DE PRESENTES;6436225485;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;97
ICRI-INSTITUTO DE CARDIOLOGIA;6436230123;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;98
VIA ANIMALE PET SHOP E CLINICA VETERINARIA;6492797093;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;Enviado mensagem;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;99
JOTAEME;6436212373;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;100
LOC CENTER;6436133782;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;101
RACOES RIO;6436214122;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;102
POLI TINTAS;6436211773;LEIDIMAR;;2024-12-05;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;103
A POPULAR CALCADOS;6436235044;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;104
GALERA TENNIS;6436134153;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;105
MUNDO OTICO;6436131377;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;106
CONQUISTA SUPERMERCADO;6436201000;LEIDIMAR;;2024-01-01;CDL;Evento Externo;;;Plano Empresarial;Follow-Up;;Controle de CRM 2026 (1).xlsx;CRM (Empresas);Empresas;107
